Date,RF
19260702,0.0006
19260710,0.0006
19260717,0.0006
19260724,0.0006
19260731,0.0006
19260807,0.0006
19260814,0.0006
19260821,0.0006
19260828,0.0006
19260903,0.0006
19260911,0.0006
19260918,0.0006
19260925,0.0006
19261002,0.0008
19261009,0.0008
19261016,0.0008
19261023,0.0008
19261030,0.0008
19261106,0.0008
19261113,0.0008
19261120,0.0008
19261127,0.0008
19261204,0.0007
19261211,0.0007
19261218,0.0007
19261224,0.0007
19261231,0.0007
19270108,0.0006
19270115,0.0006
19270122,0.0006
19270129,0.0006
19270205,0.0006
19270211,0.0006
19270219,0.0006
19270226,0.0006
19270305,0.0007
19270312,0.0007
19270319,0.0007
19270326,0.0007
19270402,0.0006
19270409,0.0006
19270416,0.0006
19270423,0.0006
19270430,0.0006
19270507,0.0008
19270514,0.0008
19270521,0.0008
19270528,0.0008
19270604,0.0006
19270611,0.0006
19270618,0.0006
19270625,0.0006
19270702,0.0007
19270709,0.0007
19270716,0.0007
19270723,0.0007
19270730,0.0007
19270806,0.0007
19270813,0.0007
19270820,0.0007
19270827,0.0007
19270903,0.0005
19270910,0.0005
19270917,0.0005
19270924,0.0005
19271001,0.0006
19271008,0.0006
19271015,0.0006
19271022,0.0006
19271029,0.0006
19271105,0.0005
19271112,0.0005
19271119,0.0005
19271126,0.0005
19271203,0.0006
19271210,0.0006
19271217,0.0006
19271224,0.0006
19271231,0.0006
19280107,0.0006
19280114,0.0006
19280121,0.0006
19280128,0.0006
19280204,0.0008
19280211,0.0008
19280218,0.0008
19280225,0.0008
19280303,0.0007
19280310,0.0007
19280317,0.0007
19280324,0.0007
19280331,0.0007
19280405,0.0006
19280414,0.0006
19280420,0.0006
19280428,0.0006
19280504,0.0008
19280511,0.0008
19280518,0.0008
19280525,0.0008
19280602,0.0008
19280609,0.0008
19280616,0.0008
19280623,0.0008
19280630,0.0008
19280707,0.0008
19280714,0.0008
19280721,0.0008
19280728,0.0008
19280804,0.0008
19280811,0.0008
19280818,0.0008
19280825,0.0008
19280901,0.0007
19280908,0.0007
19280915,0.0007
19280922,0.0007
19280929,0.0007
19281006,0.001
19281013,0.001
19281020,0.001
19281027,0.001
19281103,0.001
19281110,0.001
19281117,0.001
19281123,0.001
19281201,0.0001
19281208,0.0001
19281215,0.0001
19281222,0.0001
19281229,0.0001
19290105,0.0009
19290112,0.0009
19290119,0.0009
19290126,0.0009
19290202,0.0009
19290208,0.0009
19290216,0.0009
19290221,0.0009
19290302,0.0009
19290309,0.0009
19290316,0.0009
19290323,0.0009
19290328,0.0009
19290406,0.0009
19290413,0.0009
19290420,0.0009
19290427,0.0009
19290504,0.0011
19290511,0.0011
19290518,0.0011
19290525,0.0011
19290601,0.0013
19290608,0.0013
19290615,0.0013
19290622,0.0013
19290629,0.0013
19290706,0.0008
19290713,0.0008
19290720,0.0008
19290727,0.0008
19290803,0.001
19290810,0.001
19290817,0.001
19290824,0.001
19290830,0.001
19290907,0.0009
19290914,0.0009
19290921,0.0009
19290928,0.0009
19291005,0.0011
19291011,0.0011
19291019,0.0011
19291026,0.0011
19291031,0.0011
19291108,0.0009
19291115,0.0009
19291122,0.0009
19291127,0.0009
19291207,0.0009
19291214,0.0009
19291221,0.0009
19291228,0.0009
19300104,0.0003
19300111,0.0003
19300118,0.0003
19300125,0.0003
19300201,0.0007
19300208,0.0007
19300215,0.0007
19300221,0.0007
19300301,0.0009
19300308,0.0009
19300315,0.0009
19300322,0.0009
19300329,0.0009
19300405,0.0005
19300412,0.0005
19300417,0.0005
19300426,0.0005
19300503,0.0006
19300510,0.0006
19300517,0.0006
19300524,0.0006
19300529,0.0006
19300607,0.0007
19300614,0.0007
19300621,0.0007
19300628,0.0007
19300703,0.0005
19300712,0.0005
19300719,0.0005
19300726,0.0005
19300802,0.0002
19300809,0.0002
19300816,0.0002
19300823,0.0002
19300829,0.0002
19300906,0.0005
19300913,0.0005
19300920,0.0005
19300927,0.0005
19301004,0.0002
19301011,0.0002
19301018,0.0002
19301025,0.0002
19301101,0.0003
19301108,0.0003
19301115,0.0003
19301122,0.0003
19301129,0.0003
19301206,0.0003
19301213,0.0003
19301220,0.0003
19301227,0.0003
19310103,0.0004
19310110,0.0004
19310117,0.0004
19310124,0.0004
19310131,0.0004
19310207,0.0001
19310214,0.0001
19310221,0.0001
19310228,0.0001
19310307,0.0003
19310314,0.0003
19310321,0.0003
19310328,0.0003
19310404,0.0002
19310411,0.0002
19310418,0.0002
19310425,0.0002
19310502,0.0002
19310509,0.0002
19310516,0.0002
19310523,0.0002
19310529,0.0002
19310606,0.0002
19310613,0.0002
19310620,0.0002
19310627,0.0002
19310703,0.0001
19310711,0.0001
19310718,0.0001
19310725,0.0001
19310801,0.0001
19310808,0.0001
19310815,0.0001
19310822,0.0001
19310829,0.0001
19310904,0.0001
19310912,0.0001
19310919,0.0001
19310926,0.0001
19311003,0.0003
19311010,0.0003
19311017,0.0003
19311024,0.0003
19311031,0.0003
19311107,0.0004
19311114,0.0004
19311121,0.0004
19311128,0.0004
19311205,0.0003
19311212,0.0003
19311219,0.0003
19311224,0.0003
19320102,0.0006
19320109,0.0006
19320116,0.0006
19320123,0.0006
19320130,0.0006
19320206,0.0006
19320213,0.0006
19320220,0.0006
19320227,0.0006
19320305,0.0004
19320312,0.0004
19320319,0.0004
19320326,0.0004
19320402,0.0003
19320409,0.0003
19320416,0.0003
19320423,0.0003
19320430,0.0003
19320507,0.0002
19320514,0.0002
19320521,0.0002
19320528,0.0002
19320604,0.0001
19320611,0.0001
19320618,0.0001
19320625,0.0001
19320701,0.0001
19320709,0.0001
19320716,0.0001
19320723,0.0001
19320730,0.0001
19320806,0.0001
19320813,0.0001
19320820,0.0001
19320827,0.0001
19320903,0.0001
19320910,0.0001
19320917,0.0001
19320924,0.0001
19321001,0
19321008,0
19321015,0
19321022,0
19321029,0
19321105,0
19321112,0
19321119,0
19321126,0
19321203,0
19321210,0
19321217,0
19321224,0
19321231,0
19330106,0
19330114,0
19330121,0
19330128,0
19330204,-0.0001
19330211,-0.0001
19330218,-0.0001
19330225,-0.0001
19330303,0.0001
19330318,0.0001
19330325,0.0001
19330401,0.0002
19330408,0.0002
19330415,0.0002
19330422,0.0002
19330429,0.0002
19330506,0.0001
19330513,0.0001
19330520,0.0001
19330527,0.0001
19330603,0.0001
19330610,0.0001
19330617,0.0001
19330624,0.0001
19330701,0
19330708,0
19330715,0
19330722,0
19330728,0
19330804,0.0001
19330811,0.0001
19330818,0.0001
19330825,0.0001
19330901,0
19330909,0
19330916,0
19330923,0
19330930,0
19331007,0
19331014,0
19331021,0
19331028,0
19331104,0
19331111,0
19331118,0
19331125,0
19331202,0.0001
19331209,0.0001
19331216,0.0001
19331223,0.0001
19331230,0.0001
19340106,0.0001
19340113,0.0001
19340120,0.0001
19340127,0.0001
19340203,0.0001
19340210,0.0001
19340217,0.0001
19340224,0.0001
19340303,0.0001
19340310,0.0001
19340317,0.0001
19340324,0.0001
19340331,0.0001
19340407,0
19340414,0
19340421,0
19340428,0
19340505,0
19340512,0
19340519,0
19340526,0
19340602,0
19340609,0
19340616,0
19340623,0
19340630,0
19340707,0
19340714,0
19340721,0
19340728,0
19340804,0
19340811,0
19340818,0
19340825,0
19340901,0
19340908,0
19340915,0
19340922,0
19340929,0
19341006,0
19341013,0
19341020,0
19341027,0
19341103,0
19341110,0
19341117,0
19341124,0
19341201,0
19341208,0
19341215,0
19341222,0
19341229,0
19350105,0
19350112,0
19350119,0
19350126,0
19350202,0
19350209,0
19350216,0
19350223,0
19350302,0
19350309,0
19350316,0
19350323,0
19350330,0
19350406,0
19350413,0
19350420,0
19350427,0
19350504,0
19350511,0
19350518,0
19350525,0
19350601,0
19350608,0
19350615,0
19350622,0
19350629,0
19350706,0
19350713,0
19350720,0
19350727,0
19350803,0
19350810,0
19350817,0
19350824,0
19350831,0
19350907,0
19350914,0
19350921,0
19350928,0
19351005,0
19351011,0
19351019,0
19351026,0
19351102,0.0001
19351109,0.0001
19351116,0.0001
19351123,0.0001
19351130,0.0001
19351207,0
19351214,0
19351221,0
19351228,0
19360104,0
19360111,0
19360118,0
19360125,0
19360201,0
19360208,0
19360215,0
19360221,0
19360229,0
19360307,0
19360314,0
19360321,0
19360328,0
19360404,0
19360411,0
19360418,0
19360425,0
19360502,0
19360509,0
19360516,0
19360523,0
19360529,0
19360606,0.0001
19360613,0.0001
19360620,0.0001
19360627,0.0001
19360703,0
19360711,0
19360718,0
19360725,0
19360801,0
19360808,0
19360815,0
19360822,0
19360829,0
19360905,0
19360912,0
19360919,0
19360926,0
19361003,0
19361010,0
19361017,0
19361024,0
19361031,0
19361107,0
19361114,0
19361121,0
19361128,0
19361205,0
19361212,0
19361219,0
19361224,0
19370102,0
19370109,0
19370116,0
19370123,0
19370130,0
19370206,0
19370213,0
19370220,0
19370227,0
19370306,0
19370313,0
19370320,0
19370327,0
19370403,0.0001
19370410,0.0001
19370417,0.0001
19370424,0.0001
19370501,0.0002
19370508,0.0002
19370515,0.0002
19370522,0.0002
19370528,0.0002
19370605,0.0001
19370612,0.0001
19370619,0.0001
19370626,0.0001
19370702,0.0001
19370710,0.0001
19370717,0.0001
19370724,0.0001
19370731,0.0001
19370807,0.0001
19370814,0.0001
19370821,0.0001
19370828,0.0001
19370904,0.0001
19370911,0.0001
19370918,0.0001
19370925,0.0001
19371002,0
19371009,0
19371016,0
19371023,0
19371030,0
19371106,0.0001
19371113,0.0001
19371120,0.0001
19371127,0.0001
19371204,0
19371211,0
19371218,0
19371224,0
19371231,0
19380108,0
19380115,0
19380122,0
19380129,0
19380205,0
19380211,0
19380219,0
19380226,0
19380305,0
19380312,0
19380319,0
19380326,0
19380402,0
19380409,0
19380416,0
19380423,0
19380430,0
19380507,0
19380514,0
19380521,0
19380528,0
19380604,0
19380611,0
19380618,0
19380625,0
19380702,0
19380709,0
19380716,0
19380723,0
19380730,0
19380806,0
19380813,0
19380820,0
19380827,0
19380903,0
19380910,0
19380917,0
19380924,0
19381001,0
19381008,0
19381015,0
19381022,0
19381029,0
19381105,-0.0002
19381112,-0.0002
19381119,-0.0002
19381126,-0.0002
19381203,0
19381210,0
19381217,0
19381224,0
19381231,0
19390107,0
19390114,0
19390121,0
19390128,0
19390204,0
19390211,0
19390218,0
19390225,0
19390304,0
19390311,0
19390318,0
19390325,0
19390401,0
19390408,0
19390415,0
19390422,0
19390429,0
19390506,0
19390513,0
19390520,0
19390527,0
19390603,0
19390610,0
19390617,0
19390624,0
19390701,0
19390708,0
19390715,0
19390722,0
19390729,0
19390805,0
19390812,0
19390819,0
19390826,0
19390902,0
19390909,0
19390916,0
19390923,0
19390930,0
19391007,0
19391014,0
19391021,0
19391028,0
19391104,0
19391110,0
19391118,0
19391125,0
19391202,0
19391209,0
19391216,0
19391223,0
19391230,0
19400106,0
19400113,0
19400120,0
19400127,0
19400203,0
19400210,0
19400217,0
19400224,0
19400302,0
19400309,0
19400316,0
19400323,0
19400330,0
19400406,0
19400413,0
19400420,0
19400427,0
19400504,0
19400511,0
19400518,0
19400525,0
19400601,0
19400608,0
19400615,0
19400622,0
19400629,0
19400706,0
19400713,0
19400720,0
19400727,0
19400803,0
19400810,0
19400817,0
19400824,0
19400831,0
19400907,0
19400914,0
19400921,0
19400928,0
19401005,0
19401011,0
19401019,0
19401026,0
19401102,0
19401109,0
19401116,0
19401123,0
19401130,0
19401207,0
19401214,0
19401221,0
19401228,0
19410104,0
19410111,0
19410118,0
19410125,0
19410201,0
19410208,0
19410215,0
19410221,0
19410301,0
19410308,0
19410315,0
19410322,0
19410329,0
19410405,0
19410412,0
19410419,0
19410426,0
19410503,0
19410510,0
19410517,0
19410524,0
19410531,0
19410607,0
19410614,0
19410621,0
19410628,0
19410705,0.0001
19410712,0.0001
19410719,0.0001
19410726,0.0001
19410802,0
19410809,0
19410816,0
19410823,0
19410830,0
19410906,0
19410913,0
19410920,0
19410927,0
19411004,0
19411011,0
19411018,0
19411025,0
19411101,0
19411108,0
19411115,0
19411122,0
19411129,0
19411206,0
19411213,0
19411220,0
19411227,0
19420103,0
19420110,0
19420117,0
19420124,0
19420131,0
19420207,0
19420214,0
19420221,0
19420228,0
19420307,0
19420314,0
19420321,0
19420328,0
19420404,0
19420411,0
19420418,0
19420425,0
19420502,0.0001
19420509,0.0001
19420516,0.0001
19420523,0.0001
19420529,0.0001
19420606,0.0001
19420613,0.0001
19420620,0.0001
19420627,0.0001
19420703,0.0001
19420711,0.0001
19420718,0.0001
19420725,0.0001
19420801,0.0001
19420808,0.0001
19420815,0.0001
19420822,0.0001
19420829,0.0001
19420905,0.0001
19420912,0.0001
19420919,0.0001
19420926,0.0001
19421003,0.0001
19421010,0.0001
19421017,0.0001
19421024,0.0001
19421031,0.0001
19421107,0.0001
19421114,0.0001
19421121,0.0001
19421128,0.0001
19421205,0.0001
19421212,0.0001
19421219,0.0001
19421226,0.0001
19430102,0.0001
19430109,0.0001
19430116,0.0001
19430123,0.0001
19430130,0.0001
19430206,0.0001
19430213,0.0001
19430220,0.0001
19430227,0.0001
19430306,0.0001
19430313,0.0001
19430320,0.0001
19430327,0.0001
19430403,0.0001
19430410,0.0001
19430417,0.0001
19430424,0.0001
19430501,0.0001
19430508,0.0001
19430515,0.0001
19430522,0.0001
19430529,0.0001
19430605,0.0001
19430612,0.0001
19430619,0.0001
19430626,0.0001
19430703,0.0001
19430710,0.0001
19430717,0.0001
19430724,0.0001
19430731,0.0001
19430807,0.0001
19430814,0.0001
19430821,0.0001
19430828,0.0001
19430904,0.0001
19430911,0.0001
19430918,0.0001
19430925,0.0001
19431002,0.0001
19431009,0.0001
19431016,0.0001
19431023,0.0001
19431030,0.0001
19431106,0.0001
19431113,0.0001
19431120,0.0001
19431127,0.0001
19431204,0.0001
19431211,0.0001
19431218,0.0001
19431224,0.0001
19431231,0.0001
19440108,0.0001
19440115,0.0001
19440122,0.0001
19440129,0.0001
19440205,0.0001
19440211,0.0001
19440219,0.0001
19440226,0.0001
19440304,0.0001
19440311,0.0001
19440318,0.0001
19440325,0.0001
19440401,0.0001
19440408,0.0001
19440415,0.0001
19440422,0.0001
19440429,0.0001
19440506,0.0001
19440513,0.0001
19440520,0.0001
19440527,0.0001
19440603,0.0001
19440610,0.0001
19440617,0.0001
19440624,0.0001
19440701,0.0001
19440708,0.0001
19440715,0.0001
19440722,0.0001
19440729,0.0001
19440805,0.0001
19440812,0.0001
19440818,0.0001
19440825,0.0001
19440901,0.0001
19440909,0.0001
19440916,0.0001
19440923,0.0001
19440930,0.0001
19441007,0.0001
19441014,0.0001
19441021,0.0001
19441028,0.0001
19441104,0.0001
19441110,0.0001
19441118,0.0001
19441125,0.0001
19441202,0.0001
19441209,0.0001
19441216,0.0001
19441223,0.0001
19441230,0.0001
19450106,0.0001
19450113,0.0001
19450120,0.0001
19450127,0.0001
19450203,0.0001
19450210,0.0001
19450217,0.0001
19450224,0.0001
19450303,0.0001
19450310,0.0001
19450317,0.0001
19450324,0.0001
19450331,0.0001
19450407,0.0001
19450413,0.0001
19450421,0.0001
19450428,0.0001
19450505,0.0001
19450512,0.0001
19450519,0.0001
19450526,0.0001
19450602,0.0001
19450609,0.0001
19450616,0.0001
19450623,0.0001
19450630,0.0001
19450706,0.0001
19450713,0.0001
19450720,0.0001
19450727,0.0001
19450803,0.0001
19450810,0.0001
19450817,0.0001
19450824,0.0001
19450831,0.0001
19450908,0.0001
19450915,0.0001
19450922,0.0001
19450929,0.0001
19451006,0.0001
19451011,0.0001
19451020,0.0001
19451026,0.0001
19451103,0.0001
19451110,0.0001
19451117,0.0001
19451124,0.0001
19451201,0.0001
19451208,0.0001
19451215,0.0001
19451222,0.0001
19451229,0.0001
19460105,0.0001
19460112,0.0001
19460119,0.0001
19460126,0.0001
19460202,0.0001
19460209,0.0001
19460216,0.0001
19460221,0.0001
19460302,0.0001
19460309,0.0001
19460316,0.0001
19460323,0.0001
19460330,0.0001
19460406,0.0001
19460413,0.0001
19460420,0.0001
19460427,0.0001
19460504,0.0001
19460511,0.0001
19460518,0.0001
19460524,0.0001
19460531,0.0001
19460607,0.0001
19460614,0.0001
19460621,0.0001
19460628,0.0001
19460705,0.0001
19460712,0.0001
19460719,0.0001
19460726,0.0001
19460802,0.0001
19460809,0.0001
19460816,0.0001
19460823,0.0001
19460830,0.0001
19460906,0.0001
19460913,0.0001
19460920,0.0001
19460927,0.0001
19461005,0.0001
19461011,0.0001
19461019,0.0001
19461026,0.0001
19461102,0.0001
19461109,0.0001
19461116,0.0001
19461123,0.0001
19461130,0.0001
19461207,0.0001
19461214,0.0001
19461221,0.0001
19461228,0.0001
19470104,0.0001
19470111,0.0001
19470118,0.0001
19470125,0.0001
19470201,0.0001
19470208,0.0001
19470215,0.0001
19470221,0.0001
19470301,0.0001
19470308,0.0001
19470315,0.0001
19470322,0.0001
19470329,0.0001
19470405,0.0001
19470412,0.0001
19470419,0.0001
19470426,0.0001
19470503,0.0001
19470510,0.0001
19470517,0.0001
19470524,0.0001
19470529,0.0001
19470606,0.0001
19470613,0.0001
19470620,0.0001
19470627,0.0001
19470703,0.0001
19470711,0.0001
19470718,0.0001
19470725,0.0001
19470801,0.0001
19470808,0.0001
19470815,0.0001
19470822,0.0001
19470829,0.0001
19470905,0.0002
19470912,0.0002
19470919,0.0002
19470926,0.0002
19471004,0.0002
19471011,0.0002
19471018,0.0002
19471025,0.0002
19471101,0.0002
19471108,0.0002
19471115,0.0002
19471122,0.0002
19471129,0.0002
19471206,0.0002
19471213,0.0002
19471220,0.0002
19471227,0.0002
19480102,0.0002
19480110,0.0002
19480117,0.0002
19480124,0.0002
19480131,0.0002
19480207,0.0002
19480214,0.0002
19480221,0.0002
19480228,0.0002
19480306,0.0002
19480313,0.0002
19480320,0.0002
19480327,0.0002
19480403,0.0002
19480410,0.0002
19480417,0.0002
19480424,0.0002
19480501,0.0002
19480508,0.0002
19480515,0.0002
19480522,0.0002
19480528,0.0002
19480604,0.0002
19480611,0.0002
19480618,0.0002
19480625,0.0002
19480702,0.0002
19480709,0.0002
19480716,0.0002
19480723,0.0002
19480730,0.0002
19480806,0.0002
19480813,0.0002
19480820,0.0002
19480827,0.0002
19480903,0.0001
19480910,0.0001
19480917,0.0001
19480924,0.0001
19481002,0.0001
19481009,0.0001
19481016,0.0001
19481023,0.0001
19481030,0.0001
19481106,0.0001
19481113,0.0001
19481120,0.0001
19481127,0.0001
19481204,0.0001
19481211,0.0001
19481218,0.0001
19481224,0.0001
19481231,0.0001
19490108,0.0002
19490115,0.0002
19490122,0.0002
19490129,0.0002
19490205,0.0002
19490211,0.0002
19490219,0.0002
19490226,0.0002
19490305,0.0002
19490312,0.0002
19490319,0.0002
19490326,0.0002
19490402,0.0002
19490409,0.0002
19490416,0.0002
19490423,0.0002
19490430,0.0002
19490507,0.0003
19490514,0.0003
19490521,0.0003
19490527,0.0003
19490603,0.0002
19490610,0.0002
19490617,0.0002
19490624,0.0002
19490701,0.0002
19490708,0.0002
19490715,0.0002
19490722,0.0002
19490729,0.0002
19490805,0.0002
19490812,0.0002
19490819,0.0002
19490826,0.0002
19490902,0.0002
19490909,0.0002
19490916,0.0002
19490923,0.0002
19491001,0.0002
19491008,0.0002
19491015,0.0002
19491022,0.0002
19491029,0.0002
19491105,0.0002
19491112,0.0002
19491119,0.0002
19491126,0.0002
19491203,0.0002
19491210,0.0002
19491217,0.0002
19491223,0.0002
19491231,0.0002
19500107,0.0002
19500114,0.0002
19500121,0.0002
19500128,0.0002
19500204,0.0002
19500211,0.0002
19500218,0.0002
19500225,0.0002
19500304,0.0002
19500311,0.0002
19500318,0.0002
19500325,0.0002
19500401,0.0002
19500408,0.0002
19500415,0.0002
19500422,0.0002
19500429,0.0002
19500506,0.0003
19500513,0.0003
19500520,0.0003
19500527,0.0003
19500602,0.0002
19500609,0.0002
19500616,0.0002
19500623,0.0002
19500630,0.0002
19500707,0.0002
19500714,0.0002
19500721,0.0002
19500728,0.0002
19500804,0.0002
19500811,0.0002
19500818,0.0002
19500825,0.0002
19500901,0.0003
19500908,0.0003
19500915,0.0003
19500922,0.0003
19500929,0.0003
19501007,0.0003
19501014,0.0003
19501021,0.0003
19501028,0.0003
19501104,0.0003
19501110,0.0003
19501118,0.0003
19501125,0.0003
19501202,0.0003
19501209,0.0003
19501216,0.0003
19501222,0.0003
19501230,0.0003
19510106,0.0003
19510113,0.0003
19510120,0.0003
19510127,0.0003
19510203,0.0003
19510210,0.0003
19510217,0.0003
19510224,0.0003
19510303,0.0003
19510310,0.0003
19510317,0.0003
19510324,0.0003
19510331,0.0003
19510407,0.0003
19510414,0.0003
19510421,0.0003
19510428,0.0003
19510505,0.0003
19510512,0.0003
19510519,0.0003
19510526,0.0003
19510601,0.0003
19510608,0.0003
19510615,0.0003
19510622,0.0003
19510629,0.0003
19510706,0.0003
19510713,0.0003
19510720,0.0003
19510727,0.0003
19510803,0.0003
19510810,0.0003
19510817,0.0003
19510824,0.0003
19510831,0.0003
19510907,0.0003
19510914,0.0003
19510921,0.0003
19510928,0.0003
19511006,0.0004
19511013,0.0004
19511020,0.0004
19511027,0.0004
19511103,0.0003
19511110,0.0003
19511117,0.0003
19511124,0.0003
19511201,0.0003
19511208,0.0003
19511215,0.0003
19511222,0.0003
19511229,0.0003
19520105,0.0004
19520112,0.0004
19520119,0.0004
19520126,0.0004
19520202,0.0003
19520209,0.0003
19520216,0.0003
19520223,0.0003
19520301,0.0003
19520308,0.0003
19520315,0.0003
19520322,0.0003
19520329,0.0003
19520405,0.0003
19520412,0.0003
19520419,0.0003
19520426,0.0003
